,Mechanics,,,
Minor Gift - Royal Privilege,Diancie,GM Permission,Static,"You may wear Shards as a Trainer Accessory; when you do, you gain a +2 bonus to Skill Checks for the Skill linked to the shard’s color. Red is linked to Intimidate, Orange to Command, Yellow to Charm, Green to Intuition, Blue to Guile, and Violet to Focus."
Major Gift - Magic Bounce,Diancie,Minor Gift - Royal Privilege,Static,You gain the Magic Bounce Ability.
Major Gift - Diamond Storm,Diancie,Major Gift - Magic Bounce,Static,You learn the Move Diamond Storm.
Minor Gift - Motherly Compassion,Mew,GM Permission,Static,You get a +3 Bonus to all Intuition and Charm checks for the purpose of discerning emotions and comforting someone.
Major Gift - Barrier,Mew,Minor Gift - Motherly Compassion,Static,You learn the Move Barrier.
Major Gift - Gentle Vibe,Mew,Minor Gift - Motherly Compassion,Static,You gain the Gentle Vibe Ability.
Major Gift - Mirage,Mew,Minor Gift - Motherly Compassion,Daily/25 - Standard Action,"Target: Area
Effect: You create a small Illusion, covering a cubic area two meters on each side. The Illusion can emulate visual and auditory senses only. Seeing through the Illusion is a DC 15 Perception Check, with a +5 bonus to the check if the Illusion is emulating something very familiar to the observer. The Illusion may be sustained for up to ten minutes as a Swift Action each round."
Pact Gift - Origin Tutor,Mew,All Mew Major Gifts,Activate Once/10 - Extended Action,"Target: Your Pokémon with at least 3 Tutor Points
Effect: Your Pokémon loses 3 Tutor Points and may make use of any TM or Tutoring effect to learn a single Move regardless of what it is normally capable of learning. It must still pay any Tutor Point costs for this effect. You may only target a Pokémon once with Origin Tutor."
Minor Gift - Tower’s Rejuvenation,"Tower Duo: Ho-Oh, Lugia",GM Permission,Static,Resting now allows you to recover 1/10th of your maximum HP (a Tick) per half hour instead of 1/16th.
Major Gift - Tower's Blessing,"Tower Duo: Ho-Oh, Lugia",Minor Gift - Tower’s Rejuvenation,1 AP - Free Action,"Trigger: You or your Pokémon use a Move with the Blessing Keyword
Effect: The Move generates one additional use of the Blessing."
Major Gift - Life Force,"Tower Duo: Ho-Oh, Lugia",Two Major Gifts from the Tower Duo,Static,You gain the Life Force Ability.
Major Gift - Ashes of the Phoenix,Ho-Oh,Minor Gift - Tower’s Rejuvenation,Daily - Standard Action,"Target: Adjacent Pokémon or Trainer
Effect: Treat the target as if you had used a Revive on it. The target regains 25% of its maximum HP"
Pact Gift - Sacred Fire,Ho-Oh,All Ho-Oh and Shared Tower Duo Major Gifts,Static,You learn the Move Sacred Fire.
Major Gift - Storm of the Century,Lugia,Minor Gift - Tower’s Rejuvenation,Daily - Standard Action,"Target: Self
Effect: At the beginning of your next three turns, push all foes within 5 meters of you 1 meter away, and they lose a Tick of HP."
Pact Gift - Aeroblast,Lugia,All Lugia and Shared Tower Duo Major Gifts,Static,You learn the Move Aeroblast.
Minor Gift - Landmaster,Groudon,GM Permission,Static,You treat Rough Terrain that is rocky or sandy or that is created by Groundshaper as Regular Terrain.
Major Gift - Drought,Groudon,Minor Gift - Landmaster,Static,You gain the Drought Ability.
Major Gift - Earthshaker,Groudon,Minor Gift - Landmaster,Static,You gain the Groundshaper Capability.
Major Gift - Magma Spirit,Groudon,Minor Gift - Landmaster,Daily - Standard Action,"Target: Self
Effect: For the next three rounds, foes within 6 meters of you do not gain the benefits of Sunny Day. Their Fire Type Moves do not deal extra damage, Solar Beam retains the default charge time, Abilities based on Sunny Weather do not activate, and Moves such as Synthesis do not gain added benefit. All detrimental effects of Sunny Day still apply."
Pact Gift - Eruption,Groudon,All Groudon Major Gifts,Static,You learn the Move Eruption.
Minor Gift - Seamaster,Kyogre,GM Permission,Static,You treat deep water that you aren’t fully submerged in as Regular Terrain.
Major Gift - Drizzle,Kyogre,Minor Gift - Seamaster,Static,You gain the Drizzle Ability.
Major Gift - Wavecrasher,Kyogre,Minor Gift - Seamaster,Static,You gain the Fountain Capability.
Major Gift - Aqua Spirit,Kyogre,Minor Gift - Seamaster,Daily - Standard Action,"Target: Self
Effect: For the next three rounds, foes within 6 meters of you do not gain the benefits of Rain Dance. Their Water Type Moves do not deal extra damage, Hurricane and Thunder retain their usual Accuracy Check, Abilities based on Rainy Weather do not activate, and Moves such as Weather Ball do not gain added benefit. All detrimental effects of Rain Dance still apply."
Pact Gift - Water Spout,Kyogre,All Kyogre Major Gifts,Static,You learn the Move Water Spout.
Minor Gift - Clear Skies,Rayquaza,GM Permission,Static,You learn the Move Defog.
Major Gift - Air Lock,Rayquaza,Minor Gift - Clear Skies,Static,You gain the Air Lock Ability.
Major Gift - Air Adept,Rayquaza,Minor Gift - Clear Skies,Static,You gain the Guster Capability.
Major Gift - Sky Spirit,Rayquaza,Minor Gift - Clear Skies,Daily - Standard Action,"Target: Self
Effect: To use Sky Spirit, the current Weather must be Clear as a result of Defog or Air Lock. For the next five rounds, foes within 10 meters of you have their Sky and Levitate Capabilities halved. Allies within 10 meters of you add 10 to their Initiative."
Pact Gift - Hyper Beam,Rayquaza,All Rayquaza Major Gifts,Static,You learn the Move Hyper Beam.
Major Gift - Realm Portal,"Creation Trio: Dialga, Palkia, Giratina",One Creation Trio Major Gift,Daily - Extended Action,"Target: Area
Effect: You open a small portal through your patron’s realm to any location you have visited within 20 miles. The portal lasts for two minutes, during which any living thing which voluntarily wishes to enter the portal may do so; any conscious trainers or Pokémon forced through the portal involuntarily will not be affected by the portal. After the two minutes are up or when you step through the portal, it collapses."
Minor Gift - Perfect Timing,Dialga,GM Permission,Static,You always intuitively know what time it is and can accurately act as a human stopwatch.
Major Gift - Probability Control,"Celebi, Dialga",Minor Gift - Catastrophe Sense OR Minor Gift - Perfect Timing,Static,You gain the Probability Control Ability.
Major Gift - Time Stop,Dialga,Major Gift - Realm Portal,"Daily - Swift Action, Interrupt",Take an additional Shift Action and Standard Action.
Pact Gift - Roar of Time,Dialga,All Dialga and Shared Creation Trio Major Gifts,Static,You learn the Move Roar of Time.
Minor Gift - Spatial Awareness,Palkia,GM Permission,Static,You intuitively know the size of an object or the distance between objects by sight down to the nearest centimeter for distances and lengths up to 10 meters.
Major Gift - Nomad,Palkia,Minor Gift - Spatial Awareness,Static,You gain the Transporter Ability. Note that this automatically grants you the Move Teleport.
Major Gift - Space Distortion,Palkia,Major Gift - Realm Portal,Daily - Standard Action,"Target: Pokémon or Trainers
Effect: Exchange the positions of up to three target Pokémon or Trainers within 10 meters."
Pact Gift - Spacial Rend,Palkia,All Palkia and Shared Creation Trio Major Gifts,Static,You learn the Move Spacial Rend.
Minor Gift - Death Sense,Giratina,GM Permission,Static,"When encountering a corpse, you can always tell how many hours ago the Pokémon or Trainer has died, for up to a week after their death."
Major Gift - Pressure,Giratina,Minor Gift - Death Sense,Static,You gain the Pressure Ability.
Major Gift - Banish,Giratina,Major Gift - Realm Portal,Daily - Standard Action,"Target: Pokémon or Trainers
Effect: Remove a single Target within 8 meters from the encounter for 1d2+1 rounds. The Target experiences no loss of time. They reappear in the same spot that they disappeared from, or in the nearest unoccupied space."
Pact Gift - Shadow Force,Giratina,All Giratina and Shared Creation Trio Major Gifts,Static,You learn the Move Shadow Force.
Minor Gift - Dream Mastery,"Lunar Duo: Cresselia, Darkrai",GM Permission,Static,"You are immune to Hypnosis, Nightmare, and Dream Eater."
Major Gift - Oneiromancy,"Lunar Duo: Cresselia, Darkrai",Minor Gift - Dream Mastery,Static,You gain the Dream Reader Capability.
Major Gift - Dream Augury,"Lunar Duo: Cresselia, Darkrai",Minor Gift - Dream Mastery,2 AP - Extended Action,"Target: Self
Effect: You fall into a deep sleep and have a dream that portends of things to come. If this Major Gift is gained through Cresselia, you learn hints of a favorable situation that will arise soon. If this Major Gift is gained through Darkrai, you learn hints of a dangerous or mournful situation that will arise soon."
Major Gift - Dreamspinner,Cresselia,"Major Gift - Oneiromancy, Major Gift - Dream Augury",Static,You gain the Dreamspinner Ability.
Pact Gift - Lunar Dance,Cresselia,Major Gift - Dreamspinner,Static,You learn the Move Lunar Dance.
Major Gift - Bad Dreams,Darkrai,"Major Gift - Oneiromancy, Major Gift - Dream Augury",Static,You gain the Bad Dreams Ability.
Pact Gift - Dark Void,Darkrai,Major Gift - Bad Dreams,Static,You learn the Move Dark Void.
Minor Gift - Vulcan's Intuition,Heatran,GM Permission,Static,You get a +3 bonus to Perception and Survival Checks made in mountainous and volcanic areas.
Major Gift - Tremorsense,Heatran,Minor Gift - Vulcan's Intuition,Static,You gain the Tremorsense Capability.
Major Gift - Lava-blooded,Heatran,Minor Gift - Vulcan's Intuition,"Static / Scene - Free Action, Interrupt","Static Effect: You are immune to the ambient heat of volcanic areas. Unless you come into direct contact with molten rock, you will not be harmed. You resist Fire Type Moves by one step.
Scene Effect: You may trigger Lava-blooded as an interrupt when you are hit by a Fire Type Move. You take no damage or other effects from the Move, and you make a 1 meter burst. All targets caught in the burst lose 1/16th of their maximum HP."
Major Gift - Magma Armor,Heatran,Minor Gift - Vulcan's Intuition,Static,You gain the Magma Armor Ability.
Pact Gift - Magma Storm,Heatran,All Heatran Major Gifts,Static,You learn the Move Magma Storm.
Minor Gift - Hands of the Creator,Regigigas,GM Permission,Static,You get a +3 bonus to all Edu: Occult and Edu: General rolls to identify materials that would be used in crafting or the purpose of a crafted object.
Major Gift - March of the Colossus,Regigigas,Minor Gift - Hands of the Creator,2 AP - Standard Action,"Target: Trainer or Pokémon
Effect: For the next three rounds, the target has their Attack and Speed halved. At the end of the third round, increase the target’s Attack and Speed by two Combat Stages each."
Major Gift - Primal Craftsmanship,Regigigas,Minor Gift - Hands of the Creator,Static,You pay 20% less when crafting items.
Major Gift - Animate,Regigigas,Major Gift - Primal Craftsmanship,Daily - Extended Action,"Target: Materials
Effect: Create a small golem out of the inanimate material of your choice. The material used will determine the Type of the golem. Scrap metal may create a Steel type, lava a Fire type, and granite a Rock type, for example. Distribute a number of Stat Points to the golem equal to your Trainer Level. The golem is small size, weight class 1, and has Overland 4, Jump 0/0, and Power 2. It can make Struggle Attacks of its Type. The golem must be verbally commanded by you to act. It cannot regain HP and is destroyed upon Fainting. At the end of the day or if you Faint, the golem crumbles and is destroyed."
Pact Gift - Crush Grip,Regigigas,All Regigigas Major Gifts,Static,You learn the Move Crush Grip.
Minor Gift - Chosen of Victory,Victini,GM Permission,Static,"Whenever you spend AP to raise your roll on an Accuracy Check, you get +3 bonus instead of +1."
Major Gift - Searing Blade,Victini,Minor Gift - Chosen of Victory,2 AP - Free Action,Your next Struggle Attack with an equipped weapon deals +2 Damage Steps and deals Fire Type damage.
Major Gift - Blaze Armor,Victini,Minor Gift - Chosen of Victory,"2 AP - Free Action, Interrupt","You take damage from the next Attack that hits you as if you were Fire Type. If the Attack was made in melee range, your attacker loses 1/8th of their maximum HP as a Fire Type effect. Apply weakness and resistance. Do not apply stats."
Major Gift - Victory Star,Victini,Minor Gift - Chosen of Victory,Static,You gain the Victory Star Ability.
Pact Gift - V-Create,Victini,All Victini Major Gifts,Static,You learn the Move V-Create.
Major Gift - Invert Balance,"Tao Trio: Reshiram, Zekrom, Kyurem",One Tao Trio Major Gift,Daily - Standard Action,"Target: Area
Effect: The area becomes Inverted for the next 5 rounds. While Inverted, all Pokémon and Trainers have their weaknesses and resistances exchanged. Double resistance and steps of resistance or immunity beyond that become double weaknesses, normal resistances become normal weaknesses, normal weaknesses become normal resistances, and double weaknesses become double resistance."
Minor Gift - Hero of Truth,Reshiram,GM Permission,Static,You get a +3 bonus on Intuition Checks to discern when someone is lying.
Major Gift - White Yang,Reshiram,Minor Gift - Hero of Truth,Daily - Standard Action,"Target: Self
Effect: All allies within 5 meters may choose to increase all movement speeds by 2, raise their Attack and Special Attack Stats by 1 Combat Stage, and decrease their Accuracy by 2 for the next three rounds."
Major Gift - Turboblaze,Reshiram,Major Gift - White Yang,Static,You gain the Turboblaze Ability.
Pact Gift - Blue Flare,Reshiram,All Reshiram and Shared Tao Trio Major Gifts,Static,You learn the Move Blue Flare.
Minor Gift - Hero of Ideals,Zekrom,GM Permission,Static,You get a +3 bonus on Intuition Checks to discern someone’s beliefs and ideals.
Major Gift - Black Yin,Zekrom,Minor Gift - Hero of Ideals,Daily - Standard Action,"Target: Self
Effect: All allies within 5 meters may choose to decrease their movement speeds by 1 and raise their evasion by 2 for the next three rounds."
Major Gift - Teravolt,Zekrom,Major Gift - Black Yin,Static,You gain the Teravolt Ability.
Pact Gift - Bolt Strike,Zekrom,All Zekrom and Shared Tao Trio Major Gifts,Static,You learn the Move Bolt Strike.
Minor Gift - Hero of Balance,Kyurem,GM Permission,Static,Others get a -3 penalty to Intuition Checks to detect your lies or discern your beliefs.
Major Gift - The Empty Tao,Kyurem,Minor Gift - Hero of Balance,Daily - Standard Action,"Target: Self
Effect: For the next three rounds, all Pokémon and Trainers within 5 meters of you have all Combat Stages locked to zero."
Major Gift - Winter's Kiss,"Articuno, Kyurem",Minor Gift - Elemental Soul OR Major Gift - The Empty Tao,Static,You gain the Winter's Kiss Ability.
Pact Gift - Glaciate,Kyurem,All Kyurem and Shared Tao Trio Major Gifts,Static,You learn the Move Glaciate.
Major Gift - Shared Mortality,"Mortality Duo: Xerneas, Yveltal",One Mortality Duo Major Gift,Daily x3 - Standard Action,"Target: An Allied Pokémon or Trainer.
Effect: Add your remaining Hit Points with those of your Target. You may split these Hit Points as you wish between you and your Target."
Minor Gift - Rejuvenating Aura,Xerneas,GM Permission,Static,"When taking an Extended Rest, you and all Trainers and Pokémon in the vicinity are treated as if you spent the night at Poke Center, regardless of where you are."
Major Gift - Bounty of Life,Xerneas,Minor Gift - Rejuvenating Aura,Daily - Standard Action,"Target: A Pokémon or Trainer.
Effect: The Target is cured of all Injuries and Status Ailments."
Major Gift - Fairy Aura,Xerneas,Major Gift - Bounty of Life,Static,You gain the Fairy Aura Ability.
Pact Gift - Geomancy,Xerneas,All Xerneas Major Gifts and Shared Mortality Duo Gifts,Static,You learn the Move Geomancy.
Minor Gift - Death Dealer,Yveltal,GM Permission,Static,"Injuries you inflict will not heal at the normal rate and require extensive medical treatment, such as staying at a Poke Center, to heal. Instead of recovering at the normal rate of three Injuries per day while at such a facility, they heal at a rate of one injury a day."
Major Gift – Touch of the Flayed One,Yveltal,Minor Gift - Death Dealer,Daily x3 - Free Action,"Trigger: You inflict Injuries on a Target.
Effect: You inflict an additional Injury."
Major Gift – Dark Aura,Yveltal,Major Gift – Touch of the Flayed One,Static,You gain the Dark Aura Ability.
Pact Gift – Oblivion Wing,Yveltal,All Yveltal Major Gifts and Shared Mortality Duo Gifts,Static,You learn the Move Oblivion Wing.
Minor Gift – World Serpent’s Embrace,Zygarde,GM Permission,Scene – Extended Action,"You enter a trance and discern if any Legendary Pokémon are in the vicinity of the Scene, and gain a general idea of their location. For example, if one is in a cave way underneath you, you learn it is under you, but not exactly how to reach it."
Major Gift – He Who Cannot Be Shackled,Zygarde,Minor Gift – World Serpent’s Embrace,Daily x3 – Free Action,"Trigger: You become Trapped, Slowed, Tripped or Grappled.
Effect: You evade the Status Effect or Combat Maneuver."
Major Gift – God Crusher,Zygarde,Minor Gift – World Serpent’s Embrace,Static,"You gain the Godslayer Feature. If you already possess the Godslayer Feature, you may instead take another Feature for which you qualify for instead. When using Godslayer, the AC is now 8, and you do not suffer from feedback."
Major Gift – Aura Break,Zygarde,Minor Gift – World Serpent’s Embrace,Static,You gain the Aura Break Ability.
Pact Gift – Land’s Wrath,Zygarde,All of Zygarde’s Major Gifts,Static,You learn the Move Land’s Wrath.
Minor Gift – Twin Souls,Mewtwo,GM Permission,Static,"You and the Mewtwo you are bound to may communicate telepathically, no matter the distance between you. You are also gifted the Soulbound Edge."
Major Gift – Expanded Horizons,Mewtwo,Minor Gift – Twin Souls,Static,"You gain either the Telepath or Telekinetic Capability. If you possess both of these from their respected Trainer Classes, you instead gain the Godslayer Feature."
Major Gift – Mental Suggestion,Mewtwo,Major Gift – Expanded Horizons,Daily – Extended Action,"Mental Suggestion requires both you and the Mewtwo you are bound to be in the same vicinity. Make a Focus check as if you were using Telepath. On a success, you instill a thought or action into the Target’s mind as if it were one of their own. They may not immediately act on it, and will question it if it is too alien from how they would normally act, but the thought will persist as long as they are unaware of its origin."
Pact Gift – Psystrike,Mewtwo,"Twin Souls, Expanded Horizons, Mental Suggestion",Static,You learn the Move Psystrike.
Minor Gift - Alien Countenance,MissingNo (Cosmic Horror),GM Permission,Static,You may add your Mind Modifier instead of your Body Modifier to your Intimidate Checks. You get a +2 bonus to Intimidate Checks against Pokémon.
Major Gift - Amorphous,MissingNo (Cosmic Horror),Minor Gift - Alien Countenance,Static,You gain the Amorphous Capability.
Major Gift - Phasing,MissingNo (Cosmic Horror),Minor Gift - Alien Countenance,Static,You gain the Phasing Capability.
Major Gift - Mind Lock,MissingNo (Cosmic Horror),Minor Gift - Alien Countenance,Static,You gain the Mind Lock Capability.
Pact Gift - Hypergeometry,MissingNo (Cosmic Horror),All MissingNo Major Gifts,"Static | Scene - Standard Action, Interrupt","Static Effect: You may always treat the distance between you and any other Trainer or Pokémon as one meter greater or one meter less as you choose for the purpose of calculating range or distance of travel. You may not use this to avoid melee attacks by switching between making their distance greater or less - a value is chosen when an action is announced and cannot be changed afterwards.

Scene Effect: You may activate this Pact Gift once per Scene when hit by a single target attack. The attack instead hits a target of your choice in an adjacent square to you."
Minor Gift - Detect Heretic,MissingNo (Fallen Creator),GM Permission,Static,"You intuitively sense the presence of those with non-MissingNo Gifts around you, though you have no way of telling who they might be. The more Gifts someone has, the further away you can sense them, though you generally cannot sense even the strongest of Gift holders at a distance of more than 15 meters away from you."
Major Gift - Knight of the Fallen God,MissingNo (Fallen Creator),Minor Gift - Detect Heretic,Static,"You gain the Giftsapper Feature regardless of prerequisites, and you are not bound by its requirements with respect to Gifts. Giftsapper when gained this way has no effect on Gifts granted by MissingNo."
Major Gift - Corrupt Existence,MissingNo (Fallen Creator),Minor Gift - Detect Heretic,X AP - Standard Action,"Target: Trainer or Pokémon within 6 meters
Effect: For each AP spent on Corrupt Existence up to a maximum of 3, roll 1d20. The Target becomes one step weaker against a Type for each roll as follows: Bug on a result of 1; Dark on 2; Dragon on 3; Electric on 4; Fighting on 5; Fire on 6; Flying on 7; Ghost on 8; Grass on 9; Ground on 10; Ice on 11; Normal on 12; Poison on 13; Psychic on 14; Rock on 15; Steel on 16; Water on 17; and on a result of 18-20, reroll the 1d20. This effect lasts until the end of the encounter, even if the target is recalled."
Major Gift - Storm of the Fallen World,MissingNo (Fallen Creator),Minor Gift - Detect Heretic,Scene - Standard Action,"Target: Area
Effect: For 5 rounds, the area becomes Bugged. While Bugged, all combatants are treated as if they have had the Move Heal Block applied to them, all combatants become Typeless and all effects deal only Typeless damage. At the beginning of each round, all combatants lose 1/16th of their maximum Hit Points."
Pact Gift - Slayer of the False Gods,MissingNo (Fallen Creator),All MissingNo Major Gifts,Daily - Standard Action,"Target: Legendary Pokémon
Effect: Dispel one of the target’s Legendary Auras for the rest of the encounter."
Minor Gift - Intuitive Sabotage,MissingNo (New God of Network Security),GM Permission,Static,"Whenever you make an Edu: Technology Check to destroy, sabotage, or otherwise disrupt modern electronics, you get a +3 bonus to your roll."
Major Gift - Glitch Message,MissingNo (New God of Network Security),Minor Gift - Intuitive Sabotage,2 AP - Standard Action,"Target: Electronic Communication
Effect: You must use Glitch Message targeting one instance of electronic communication you are currently aware of in your vicinity, such as an email being typed at the computer next to you or a text message someone is sending. You may view and edit the contents of the message before it gets electronically transmitted without the sender being aware of an issue. On extended communications such as a phone call or video conference, Glitch Message works on one minute’s worth of communication per activation."
Major Gift - Dead Zone,MissingNo (New God of Network Security),Minor Gift - Intuitive Sabotage,Daily/15 - Standard Action,"Target: Area
Effect: For the next ten minutes, all wireless communication within ten meters of you fails to work. Radios stop receiving, WiFi shuts down, and cell signals fail to reach phones."
Major Gift - See the Wired,MissingNo (New God of Network Security),Minor Gift - Intuitive Sabotage,Daily - Standard Action,"Target: Self
Effect: For the next 5 minutes you can see networks as a visual overlay when you look at people communicating electronically. You view this in the form of lines of light arcing from devices to the other devices they are communicating with."
Pact Gift - Ghost in the Machine,MissingNo (New God of Network Security),All MissingNo Major Gifts,Static,You gain the Wired capability. Electronics you are occupying gradually degrade and begin to malfunction over time.