Key Items,,,Med Kit,,,Food Items,,,Pokémon Stuff,,,Poké Balls,,,,Equipment,,,
,,,,,,White Herb,300,Any negative Combat Stages are set to 0.,Water Brace,2000,Grants the holder 15 Damage Reduction against all direct-damage Water Moves. Accessory Item for Trainers.,,,,,,,,
,,,,,,Tiny Mushroom,--,"The user loses 5 HP, and gains +1 Combat Stage in a random Stat.",Type Gem,--,"These items come in a variety of each of the Elemental Types, and are consumed as a Free Action to give a +3 Damage Base bonus to one attack of their Type. Off-hand or Accessory Slot Item for Trainers.",,,,,,,,
,,,,,,Big Mushroom,--,"The user becomes Poisoned; if they do, they gain +1 Combat Stage in two random Stats.",Bug Gem,--,Can be consumed as a Free Action to give a +3 DB bonus to one Bug-Type attack. Off-hand or Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,Balm Mushroom,--,"The user is cured of Burn, Paralysis, or Poison. If they are, they lose 1 Combat Stage in a random Stat.",Dark Gem,--,Can be consumed as a Free Action to give a +3 DB bonus to one Dark-Type attack. Off-hand or Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,Salty Surprise,100,"The user may trade in this Snack’s Digestion Buff when being hit by an attack to gain 5 Temporary Hit Points. If the user likes Salty Flavors, they gain 10 Temporary Hit Points Instead. If the user dislikes Salty Food, they become Enraged.",Dragon Gem,--,Can be consumed as a Free Action to give a +3 DB bonus to one Dragon-Type attack. Off-hand or Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,Spicy Wrap,100,"The user may trade in this Snack’s Digestion Buff when making a Physical attack to deal +5 additional Damage. If the user prefers Spicy Food, it deals +10 additional Damage instead. If the user dislikes Spicy Food, they become Enraged.",Electric Gem,--,Can be consumed as a Free Action to give a +3 DB bonus to one Electric-Type attack. Off-hand or Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,Sour Candy,100,"The user may trade in this Snack’s Digestion Buff when being hit by a Physical Attack to increase their Damage Reduction by +5 against that attack. If the user prefers Sour Food, they gain +10 Damage Reduction instead. If the user dislikes Sour Food, they become Enraged.",Fairy Gem,--,Can be consumed as a Free Action to give a +3 DB bonus to one Fairy-Type attack. Off-hand or Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,Dry Wafer,100,"The user may trade in this Snack’s Digestion Buff when making a Special attack to deal +5 additional Damage. If the user prefers Dry Food, it deals +10 additional Damage instead. If the user dislikes Dry Food, they become Enraged.",Fighting Gem,--,Can be consumed as a Free Action to give a +3 DB bonus to one Fighting-Type attack. Off-hand or Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,Bitter Treat,100,"The user may trade in this Snack’s Digestion Buff when being hit by a Special Attack to increase their Damage Reduction by +5 against that attack. If the user prefers Bitter Food, they gain +10 Damage Reduction instead. If the user dislikes Bitter Food, they become Enraged.",Fire Gem,--,Can be consumed as a Free Action to give a +3 DB bonus to one Fire-Type attack. Off-hand or Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,Sweet Confection,100,"The user may trade in this Snack’s Digestion Buff to gain +4 Evasion until the end of their next turn. If the user prefers Sweet Food, they gain +4 Accuracy as well. If the user dislikes Sweet Food, they become Enraged.",Flying Gem,--,Can be consumed as a Free Action to give a +3 DB bonus to one Flying-Type attack. Off-hand or Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,Hearty Meal,--,"When consumed, that Trainer gains +2 to their Max AP until the end of their next extended rest. A Trainer may only be under the effect of one Hearty Meal at a time. Hearty Meals not consumed within 20 minutes of being created lose all flavor and all effect.",Ghost Gem,--,Can be consumed as a Free Action to give a +3 DB bonus to one Ghost-Type attack. Off-hand or Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Grass Gem,--,Can be consumed as a Free Action to give a +3 DB bonus to one Grass-Type attack. Off-hand or Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Ground Gem,--,Can be consumed as a Free Action to give a +3 DB bonus to one Ground-Type attack. Off-hand or Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Ice Gem,--,Can be consumed as a Free Action to give a +3 DB bonus to one Ice-Type attack. Off-hand or Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Normal Gem,--,Can be consumed as a Free Action to give a +3 DB bonus to one Normal-Type attack. Off-hand or Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Poison Gem,--,Can be consumed as a Free Action to give a +3 DB bonus to one Poison-Type attack. Off-hand or Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Psychic Gem,--,Can be consumed as a Free Action to give a +3 DB bonus to one Psychic-Type attack. Off-hand or Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Rock Gem,--,Can be consumed as a Free Action to give a +3 DB bonus to one Rock-Type attack. Off-hand or Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Steel Gem,--,Can be consumed as a Free Action to give a +3 DB bonus to one Steel-Type attack. Off-hand or Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Water Gem,--,Can be consumed as a Free Action to give a +3 DB bonus to one Water-Type attack. Off-hand or Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Type Plates,--,"These Rare items come in a variety of each of the Elemental Types, and act as both a Type Booster and a Type Brace. Accessory Slot Item for Trainers.",,,,,,,,
,,,,,,,,,Draco Plate,--,Acts as both a Dragon Booster and a Dragon Brace. Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Dread Plate,--,Acts as both a Dark Booster and a Dark Brace. Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Earth Plate,--,Acts as both a Ground Booster and a Ground Brace. Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Fist Plate,--,Acts as both a Fighting Booster and a Fighting Brace. Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Flame Plate,--,Acts as both a Fire Booster and a Fire Brace. Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Icicle Plate,--,Acts as both an Ice Booster and an Ice Brace. Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Insect Plate,--,Acts as both a Bug Booster and a Bug Brace. Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Iron Plate,--,Acts as both a Steel Booster and a Steel Brace. Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Meadow Plate,--,Acts as both a Grass Booster and a Grass Brace. Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Mind Plate,--,Acts as both a Psychic Booster and a Psychic Brace. Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Pixie Plate,--,Acts as both a Fairy Booster and a Fairy Brace. Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Sky Plate,--,Acts as both a Flying Booster and a Flying Brace. Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Splash Plate,--,Acts as both a Water Booster and a Water Brace. Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Spooky Plate,--,Acts as both a Ghost Booster and a Ghost Brace. Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Stone Plate,--,Acts as both a Rock Booster and a Rock Brace. Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Toxic Plate,--,Acts as both a Poison Booster and a Poison Brace. Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Zap Plate,--,Acts as both an Electric Booster and an Electric Brace. Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Normal Plate,--,Acts as both a Normal Booster and a Normal Brace. Accessory Slot Item for Trainers.,,,,,,,,
,,,,,,,,,Winter Cloak,1500,The user does not take damage from Hail. Accessory Item for Trainers.,,,,,,,,
,,,,,,,,,Metal Powder,--,"When held by an untransformed Ditto, increases both Defense and Special Defense by +2 Combat Stages. Cannot be used by Trainers.",,,,,,,,
,,,,,,,,,Rare Leek,--,"When held by a Farfetch’d, this rare Leek increase the holder’s critical range by 2. Rare Leeks are Wielded. Cannot be used by Trainers.",,,,,,,,
,,,,,,,,,Thick Club,--,"When held by a Cubone or Marowak, this rare, dense bone grants the Pure Power Ability. Thick Clubs are Wielded. Cannot be used by Trainers.",,,,,,,,
,,,,,,,,,Pink Pearl,--,"Acts as a Psychic Type Booster. If held by a Spoink, it also acts as a Special Attack Stat Booster.",,,,,,,,
,,,,,,,,,Adorable Fashion,500,The holder may activate this item once a Scene as a Free Action to gain +2 Evasion for one full round.,,,,,,,,
,,,,,,,,,Elegant Fashion,500,The holder may activate this item once a Scene as a Free Action when losing Combat Stages from a foe’s effect to instead not lose those Combat Stages.,,,,,,,,
,,,,,,,,,Rad Fashion,500,The holder may activate this item once a Scene as a Free Action to gain a +4 bonus to a single Save Check.,,,,,,,,
,,,,,,,,,Rough Fashion,500,The holder may activate this item once a Scene as a Free Action to cause a foe within 5 meters to take a -2 penalty to all rolls for one full round.,,,,,,,,
,,,,,,,,,Slick Fashion,500,The holder may activate this item once a Scene as a Free Action when provoking an Attack of Opportunity to instead not provoke one.,,,,,,,,
,,,,,,,,,Mega Stone,--,An item that allows a Pokémon to Mega Evolve when used in conjunction with a Mega Ring. Each Mega Stone is specific to one species and Mega Evolved form.,,,,,,,,
,,,,,,,,,Abomasite,--,Mega Evolves Abomasnow when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Absolite,--,Mega Evolves Absol when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Aerodactylite,--,Mega Evolves Aerodactyl when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Aggronite,--,Mega Evolves Aggron when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Alakazite,--,Mega Evolves Alakazam when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Altarianite,--,Mega Evolves Altaria when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Ampharosite,--,Mega Evolves Ampharos when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Audinite,--,Mega Evolves Audino when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Banettite,--,Mega Evolves Banette when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Beedrillite,--,Mega Evolves Beedrill when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Blastoisinite,--,Mega Evolves Blastoise when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Blazikenite,--,Mega Evolves Blaziken when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Cameruptite,--,Mega Evolves Camerupt when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Charizardite X,--,Mega Evolves Charizard when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Charizardite Y,--,Mega Evolves Charizard when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Diancite,--,Mega Evolves Diancie when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Galladite,--,Mega Evolves Gallade when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Garchompite,--,Mega Evolves Garchomp when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Gardevoirite,--,Mega Evolves Gardevoir when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Gengarite,--,Mega Evolves Gengar when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Glalitite,--,Mega Evolves Glalie when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Gyaradosite,--,Mega Evolves Gyarados when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Heracronite,--,Mega Evolves Heracross when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Houndoominite,--,Mega Evolves Houndoom when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Kangaskhanite,--,Mega Evolves Kangaskhan when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Latiasite,--,Mega Evolves Latias when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Latiosite,--,Mega Evolves Latios when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Lopunnite,--,Mega Evolves Lopunny when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Lucarionite,--,Mega Evolves Lucario when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Manectite,--,Mega Evolves Manectric when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Mawilite,--,Mega Evolves Mawile when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Medichamite,--,Mega Evolves Medicham when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Metagrossite,--,Mega Evolves Metagross when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Mewtwonite X,--,Mega Evolves Mewtwo when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Mewtwonite Y,--,Mega Evolves Mewtwo when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Pidgeotite,--,Mega Evolves Pidgeotto when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Pinsirite,--,Mega Evolves Pinsir when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Sablenite,--,Mega Evolves Sableye when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Salamencite,--,Mega Evolves Salamence when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Sceptilite,--,Mega Evolves Sceptile when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Scizorite,--,Mega Evolves Scizor when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Sharpedonite,--,Mega Evolves Sharpedo when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Slowbronite,--,Mega Evolves Slowbro when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Steelixite,--,Mega Evolves Steelix when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Swampertite,--,Mega Evolves Swampert when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Tyranitarite,--,Mega Evolves Tyranitar when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Venusaurite,--,Mega Evolves Venusaur when used in conjuction with a Mega Ring.,,,,,,,,
,,,,,,,,,Fire Stone,3000,"Evolves Vulpix, Growlithe, Eevee, Pansear",,,,,,,,
,,,,,,,,,Water Stone,3000,"Evolves Poliwhirl, Shellder, Staryu, Eevee, Lombre, Panpour",,,,,,,,
,,,,,,,,,Thunder Stone,3000,"Evolves Pikachu, Eevee, Eelektrik",,,,,,,,
,,,,,,,,,Leaf Stone,3000,"Evolves Gloom, Weepinbell, Exeggcute, Eevee, Nuzleaf, Pansage",,,,,,,,
,,,,,,,,,Moon Stone,3000,"Evolves Nidorina, Nidorino, Clefairy, Jigglypuff, Eevee, Skitty, Munna",,,,,,,,
,,,,,,,,,Sun Stone,3000,"Evolves Gloom, Sunkern, Cottonee, Petilil, Helioptile",,,,,,,,
,,,,,,,,,Shiny Stone,3000,"Evolves Eevee, Togetic, Roselia, Minccino, Floette",,,,,,,,
,,,,,,,,,Dusk Stone,3000,"Evolves Eevee, Murkrow, Misdreavus, Lampent, Doublade",,,,,,,,
,,,,,,,,,Dawn Stone,3000,"Evolves Eevee, Male Kirlia, Female Snorunt",,,,,,,,
,,,,,,,,,Deepseascale,3000,Evolves Clamperl,,,,,,,,
,,,,,,,,,Deepseatooth,3000,Evolves Clamperl,,,,,,,,
,,,,,,,,,Dragon Scale,3000,Evolves Seadra,,,,,,,,
,,,,,,,,,Dubious Disk,3000,Evolves Porygon2,,,,,,,,
,,,,,,,,,Electirizer,3000,Evolves Electabuzz,,,,,,,,
,,,,,,,,,Oval Stone,3000,Evolves Happiny,,,,,,,,
,,,,,,,,,Magmarizer,3000,Evolves Magmar,,,,,,,,
,,,,,,,,,Metal Coat,3000,"Evolves Onix, Scyther",,,,,,,,
,,,,,,,,,Protector,3000,Evolves Rhydon,,,,,,,,
,,,,,,,,,Reaper Cloth,3000,Evolves Dusclops,,,,,,,,
,,,,,,,,,Sachet,3000,Evolves Spritzee,,,,,,,,
,,,,,,,,,Up-Grade,3000,Evolves Porygon,,,,,,,,
,,,,,,,,,Whipped Dream,3000,Evolves Swirlix,,,,,,,,